WetPeriod,Station,Start of Wetting Period,End of Wetting Period,Duration (Hrs.),Avg. Temp(F),Rainfall (in.),Anthracnose risk,Wet hrs @ avg temp required for infection,Progress toward infection
68,East Lansing (MSUHort),7/13/2020 5:40,7/13/2020 7:05,1.5,58.5,0,None,15.3,10%
69,East Lansing (MSUHort),7/13/2020 22:15,7/14/2020 8:10,10,58.9,0,None,15.3,66%
70,East Lansing (MSUHort),7/16/2020 1:05,7/16/2020 14:50,13.8,69.5,0.59,Low,10.3,134%
71,East Lansing (MSUHort),7/16/2020 21:10,7/17/2020 8:30,11.4,65.2,0,None,12.1,94%
72,East Lansing (MSUHort),7/17/2020 22:15,7/18/2020 7:55,9.8,65.2,0,None,12.1,80%
73,East Lansing (MSUHort),7/19/2020 10:10,7/19/2020 15:30,5.4,68.7,0.27,None,10.8,70%
74,East Lansing (MSUHort),7/19/2020 22:15,7/20/2020 7:45,9.6,67.8,0,None,11.3,87%
75,East Lansing (MSUHort),7/22/2020 0:40,7/22/2020 1:10,0.6,71.7,0,None,9.4,6%
76,East Lansing (MSUHort),7/22/2020 12:55,7/22/2020 12:55,0.1,76.6,0,None,7.3,1%
77,East Lansing (MSUHort),7/22/2020 23:10,7/23/2020 9:05,10,65.9,0,None,12.1,84%
78,East Lansing (MSUHort),7/24/2020 2:05,7/24/2020 7:55,5.9,59.2,0,None,14.8,40%
79,East Lansing (MSUHort),7/24/2020 22:35,7/25/2020 8:25,9.9,59.7,0,None,14.8,68%
80,East Lansing (MSUHort),7/25/2020 23:05,7/26/2020 7:55,8.9,66.2,0,None,11.7,76%
81,East Lansing (MSUHort),7/27/2020 17:00,7/27/2020 17:30,0.6,66,0,None,11.7,7%
82,East Lansing (MSUHort),7/28/2020 0:15,7/28/2020 1:05,0.9,63.5,0,None,13,7%
83,East Lansing (MSUHort),7/28/2020 5:25,7/28/2020 7:50,2.5,62.6,0,None,13.4,19%
84,East Lansing (MSUHort),7/29/2020 1:15,7/29/2020 8:15,7.1,65.7,0.01,None,12.1,63%
85,East Lansing (MSUHort),7/30/2020 0:20,7/30/2020 7:25,7.2,61.6,0,None,13.9,52%
1,East Lansing (MSUHort),8/1/2020 0:00,8/1/2020 0:15,0.3,62.7,0,None,13.4,3%
2,East Lansing (MSUHort),8/1/2020 2:30,8/1/2020 7:55,5.5,58.9,0,None,15.3,37%
3,East Lansing (MSUHort),8/2/2020 1:10,8/2/2020 16:40,15.6,60.4,0.7,Low,14.3,132%
4,East Lansing (MSUHort),8/2/2020 21:25,8/3/2020 10:25,13.1,64.4,0.01,Low,12.6,104%
5,East Lansing (MSUHort),8/3/2020 21:00,8/4/2020 11:35,14.7,56.5,0.02,Low,16.4,100%
6,East Lansing (MSUHort),8/4/2020 18:55,8/5/2020 8:55,14.1,52,0,None,18.6,83%
7,East Lansing (MSUHort),8/5/2020 21:50,8/6/2020 8:40,10.9,53.3,0,None,18.1,60%
8,East Lansing (MSUHort),8/6/2020 21:10,8/7/2020 8:45,11.7,52.8,0,None,18.6,64%
9,East Lansing (MSUHort),8/7/2020 21:20,8/8/2020 8:35,11.3,55.1,0,None,16.9,67%
10,East Lansing (MSUHort),8/10/2020 7:55,8/10/2020 9:10,1.3,72.2,0,None,9,15%
11,East Lansing (MSUHort),8/10/2020 21:00,8/11/2020 8:00,11.1,69.6,0.13,Low,10.3,108%
12,East Lansing (MSUHort),8/11/2020 22:10,8/12/2020 8:40,10.6,57.1,0,None,15.8,66%
13,East Lansing (MSUHort),8/12/2020 22:15,8/13/2020 8:50,10.7,58.3,0,None,15.3,70%
14,East Lansing (MSUHort),8/13/2020 23:20,8/14/2020 7:10,7.9,54.9,0,None,17.5,58%
15,East Lansing (MSUHort),8/15/2020 0:50,8/15/2020 9:05,8.3,65,0,None,12.1,67%
16,East Lansing (MSUHort),8/16/2020 23:45,8/17/2020 8:55,9.3,57.5,0,None,15.8,59%
17,East Lansing (MSUHort),8/18/2020 0:55,8/18/2020 7:40,6.8,50.1,0,None,19.8,39%
18,East Lansing (MSUHort),8/19/2020 1:50,8/19/2020 8:25,6.7,50.5,0,None,19.8,34%
19,East Lansing (MSUHort),8/19/2020 23:25,8/20/2020 8:10,8.8,53.2,0,None,18.1,49%
20,East Lansing (MSUHort),8/21/2020 0:20,8/21/2020 8:35,8.3,59.5,0,None,14.8,57%
21,East Lansing (MSUHort),8/22/2020 0:10,8/22/2020 8:40,8.6,59.3,0,None,14.8,58%
22,East Lansing (MSUHort),8/23/2020 1:05,8/23/2020 8:35,7.6,61.6,0,None,13.9,55%
23,East Lansing (MSUHort),8/24/2020 0:00,8/24/2020 8:10,8.3,63.3,0,None,13,63%
24,East Lansing (MSUHort),8/25/2020 2:00,8/25/2020 8:40,6.8,67.5,0,None,11.3,68%
25,East Lansing (MSUHort),8/26/2020 5:00,8/26/2020 11:25,6.5,66.6,0.18,None,11.7,56%
26,East Lansing (MSUHort),8/28/2020 1:05,8/28/2020 15:05,14.1,67.1,1.45,Low,11.3,146%
27,East Lansing (MSUHort),8/28/2020 19:45,8/29/2020 8:30,12.8,61.2,0.24,Low,13.9,126%
28,East Lansing (MSUHort),8/30/2020 5:55,8/30/2020 7:40,1.8,35.2,0,None,0,11%
29,East Lansing (MSUHort),8/30/2020 20:10,8/31/2020 9:05,13,55.7,0,None,16.9,78%
30,East Lansing (MSUHort),8/31/2020 21:55,9/1/2020 8:05,10.3,58.3,0,None,15.3,75%
31,East Lansing (MSUHort),9/1/2020 15:50,9/2/2020 10:20,18.6,67.5,0.67,Moderate,11.3,166%
32,East Lansing (MSUHort),9/2/2020 20:35,9/3/2020 7:35,11.1,57,0,None,15.8,69%
33,East Lansing (MSUHort),9/4/2020 3:45,9/4/2020 8:25,4.8,51.8,0,None,19.2,25%
34,East Lansing (MSUHort),9/5/2020 3:40,9/5/2020 6:30,2.9,51.5,0,None,19.2,15%
35,East Lansing (MSUHort),9/5/2020 20:15,9/6/2020 9:35,13.4,50.7,0,None,19.8,69%
36,East Lansing (MSUHort),9/6/2020 23:25,9/7/2020 3:50,4.5,52.9,0.06,None,18.6,45%
37,East Lansing (MSUHort),9/8/2020 1:50,9/10/2020 12:50,59.1,54.8,2.56,High,17.5,361%
38,East Lansing (MSUHort),9/10/2020 20:55,9/11/2020 8:45,11.9,52.7,0.01,None,18.6,64%
39,East Lansing (MSUHort),9/12/2020 4:40,9/12/2020 8:35,4,53.5,0,None,18.1,22%
40,East Lansing (MSUHort),9/12/2020 18:00,9/13/2020 9:20,15.4,63.7,0.43,Low,13,135%
41,East Lansing (MSUHort),9/14/2020 1:05,9/14/2020 9:30,8.5,53.5,0,None,18.1,47%
42,East Lansing (MSUHort),9/14/2020 19:45,9/15/2020 9:25,13.8,47.4,0,None,22,62%
43,East Lansing (MSUHort),9/15/2020 20:30,9/15/2020 22:00,1.6,58.3,0,None,15.3,10%
44,East Lansing (MSUHort),9/16/2020 20:55,9/16/2020 22:55,2.1,66.5,0,None,11.7,18%
45,East Lansing (MSUHort),9/17/2020 20:35,9/18/2020 4:30,8,44.9,0,None,25.2,35%
46,East Lansing (MSUHort),9/18/2020 22:30,9/19/2020 9:10,10.8,34.3,0,None,0,1%
47,East Lansing (MSUHort),9/19/2020 19:55,9/20/2020 9:15,13.4,39.3,0,None,0,17%
48,East Lansing (MSUHort),9/20/2020 21:05,9/21/2020 9:25,12.4,43.2,0,None,27.6,40%
49,East Lansing (MSUHort),9/21/2020 20:30,9/21/2020 20:45,0.3,52,0,None,18.6,2%
50,East Lansing (MSUHort),9/21/2020 23:20,9/22/2020 9:25,10.2,43.9,0,None,27.6,41%
51,East Lansing (MSUHort),9/22/2020 20:00,9/23/2020 9:45,13.8,50.3,0,None,19.8,70%
52,East Lansing (MSUHort),9/23/2020 21:55,9/24/2020 9:05,11.3,54.3,0,None,17.5,64%
53,East Lansing (MSUHort),9/24/2020 20:05,9/25/2020 9:30,13.5,52.4,0,None,18.6,73%
54,East Lansing (MSUHort),9/26/2020 2:40,9/26/2020 9:05,6.5,54.7,0,None,17.5,38%
55,East Lansing (MSUHort),9/27/2020 20:35,9/28/2020 0:05,3.6,62.2,0,None,13.4,26%
56,East Lansing (MSUHort),9/28/2020 3:35,9/29/2020 9:50,30.3,52.8,0.19,Moderate,18.6,165%
57,East Lansing (MSUHort),9/30/2020 0:05,10/1/2020 20:45,44.8,43.4,0.47,Low,27.6,222%
58,East Lansing (MSUHort),10/2/2020 1:05,10/2/2020 9:55,8.9,36.5,0,None,0,8%
59,East Lansing (MSUHort),10/3/2020 1:40,10/3/2020 10:00,8.4,36.8,0,None,0,4%
60,East Lansing (MSUHort),10/3/2020 19:25,10/3/2020 19:30,0.2,47.3,0,None,22,1%
61,East Lansing (MSUHort),10/4/2020 0:30,10/4/2020 10:40,10.3,44.3,0.03,None,25.2,41%
62,East Lansing (MSUHort),10/4/2020 15:30,10/4/2020 15:30,0.1,53.5,0,None,18.1,0%
63,East Lansing (MSUHort),10/4/2020 23:55,10/5/2020 9:55,10.1,36.2,0,None,0,10%
64,East Lansing (MSUHort),10/7/2020 22:00,10/8/2020 9:35,11.7,39.2,0,None,0,13%
65,East Lansing (MSUHort),10/8/2020 21:00,10/9/2020 9:15,12.3,37.1,0,None,0,7%
66,East Lansing (MSUHort),10/10/2020 19:25,10/10/2020 19:55,0.6,60.4,0,None,14.3,4%
67,East Lansing (MSUHort),10/12/2020 4:15,10/12/2020 13:00,8.8,54,0,None,17.5,51%
68,East Lansing (MSUHort),10/12/2020 18:30,10/13/2020 9:40,15.3,45.5,0.52,None,23.6,61%
69,East Lansing (MSUHort),10/14/2020 1:00,10/14/2020 10:05,9.2,39.1,0,None,0,10%
70,East Lansing (MSUHort),10/15/2020 5:40,10/15/2020 5:45,0.2,59.1,0,None,14.8,1%
71,East Lansing (MSUHort),10/16/2020 1:00,10/16/2020 9:10,8.3,29.5,0,None,0,0%
72,East Lansing (MSUHort),10/16/2020 20:55,10/17/2020 9:25,12.6,35.5,0,None,0,8%
73,East Lansing (MSUHort),10/18/2020 16:20,10/19/2020 10:50,18.6,39.5,0.16,None,0,23%
74,East Lansing (MSUHort),10/19/2020 18:45,10/20/2020 10:35,15.9,38.5,0.1,None,0,7%
75,East Lansing (MSUHort),10/20/2020 22:15,10/21/2020 10:00,11.8,50.4,0.27,None,19.8,59%
76,East Lansing (MSUHort),10/21/2020 18:35,10/23/2020 3:10,32.7,49.7,1.21,Moderate,20.4,164%
77,East Lansing (MSUHort),10/23/2020 14:00,10/23/2020 15:45,1.8,63.7,0.23,None,13,14%
78,East Lansing (MSUHort),10/27/2020 12:15,10/28/2020 9:25,21.3,36.6,0.13,None,0,0%
79,East Lansing (MSUHort),11/1/2020 3:25,11/1/2020 10:30,7.2,39.7,0.12,None,0,22%
80,East Lansing (MSUHort),11/8/2020 2:35,11/8/2020 9:45,7.3,41.1,0,None,32.4,13%
81,East Lansing (MSUHort),11/11/2020 0:30,11/11/2020 4:15,3.8,52.9,0.24,None,18.6,24%
82,East Lansing (MSUHort),11/11/2020 22:25,11/12/2020 10:25,12.1,28.3,0,None,0,0%
83,East Lansing (MSUHort),11/13/2020 5:40,11/13/2020 12:30,6.9,37.1,0.03,None,0,4%
84,East Lansing (MSUHort),11/15/2020 0:00,11/15/2020 16:55,17,42.9,0.38,None,30,66%
85,East Lansing (MSUHort),11/16/2020 0:00,11/16/2020 0:30,0.6,37.5,0,None,0,0%
86,East Lansing (MSUHort),11/16/2020 23:05,11/17/2020 3:50,4.8,33.3,0,None,0,0%
87,East Lansing (MSUHort),11/22/2020 9:30,11/23/2020 10:10,24.8,32.9,0.16,None,0,0%
88,East Lansing (MSUHort),11/23/2020 21:20,11/24/2020 7:55,10.7,25.1,0,None,0,0%
89,East Lansing (MSUHort),11/24/2020 16:50,11/26/2020 15:30,46.8,40.8,0.43,Moderate,34.8,107%
90,East Lansing (MSUHort),11/26/2020 22:00,11/27/2020 0:30,2.6,38.4,0,None,0,0%
91,East Lansing (MSUHort),11/27/2020 9:10,11/27/2020 9:40,0.6,39.9,0,None,0,0%
92,East Lansing (MSUHort),11/27/2020 23:30,11/28/2020 3:40,4.3,29.6,0,None,0,0%
93,East Lansing (MSUHort),11/28/2020 6:20,11/28/2020 11:35,5.3,28.5,0,None,0,0%
94,East Lansing (MSUHort),11/30/2020 2:05,11/30/2020 14:45,12.8,33.1,0.02,None,0,0%
95,East Lansing (MSUHort),12/9/2020 20:30,12/10/2020 11:35,15.2,27.5,0,None,0,0%
96,East Lansing (MSUHort),12/11/2020 1:25,12/11/2020 11:00,9.7,30.8,0,None,0,0%
97,East Lansing (MSUHort),12/11/2020 22:40,12/13/2020 0:15,25.7,38.9,1.12,None,0,39%
98,East Lansing (MSUHort),12/13/2020 20:55,12/13/2020 22:40,1.8,29.7,0,None,0,0%
99,East Lansing (MSUHort),12/21/2020 14:05,12/22/2020 2:35,12.6,33.9,0.02,None,0,0%
100,East Lansing (MSUHort),12/24/2020 2:00,12/24/2020 8:30,6.6,37.2,0.02,None,0,11%
101,East Lansing (MSUHort),12/27/2020 21:45,12/28/2020 3:55,6.3,37.4,0.12,None,0,6%
102,East Lansing (MSUHort),12/30/2020 5:35,12/30/2020 19:05,13.6,33.1,0.24,None,0,0%
